interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-04-01T16:20:00-07:00,2025-04-01 23:20:00+00:00,2025-04-01T16:25:00-07:00,2025-04-01 23:25:00+00:00,19097
2025-04-01T16:25:00-07:00,2025-04-01 23:25:00+00:00,2025-04-01T16:30:00-07:00,2025-04-01 23:30:00+00:00,19120
2025-04-01T16:30:00-07:00,2025-04-01 23:30:00+00:00,2025-04-01T16:35:00-07:00,2025-04-01 23:35:00+00:00,19463
2025-04-01T16:35:00-07:00,2025-04-01 23:35:00+00:00,2025-04-01T16:40:00-07:00,2025-04-01 23:40:00+00:00,19605
2025-04-01T16:40:00-07:00,2025-04-01 23:40:00+00:00,2025-04-01T16:45:00-07:00,2025-04-01 23:45:00+00:00,19899
2025-04-01T16:45:00-07:00,2025-04-01 23:45:00+00:00,2025-04-01T16:50:00-07:00,2025-04-01 23:50:00+00:00,20214
2025-04-01T16:50:00-07:00,2025-04-01 23:50:00+00:00,2025-04-01T16:55:00-07:00,2025-04-01 23:55:00+00:00,20450
2025-04-01T16:55:00-07:00,2025-04-01 23:55:00+00:00,2025-04-01T17:00:00-07:00,2025-04-02 00:00:00+00:00,20639
2025-04-01T17:00:00-07:00,2025-04-02 00:00:00+00:00,2025-04-01T17:05:00-07:00,2025-04-02 00:05:00+00:00,20901
2025-04-01T17:05:00-07:00,2025-04-02 00:05:00+00:00,2025-04-01T17:10:00-07:00,2025-04-02 00:10:00+00:00,20734
2025-04-01T17:10:00-07:00,2025-04-02 00:10:00+00:00,2025-04-01T17:15:00-07:00,2025-04-02 00:15:00+00:00,20979
2025-04-01T17:15:00-07:00,2025-04-02 00:15:00+00:00,2025-04-01T17:20:00-07:00,2025-04-02 00:20:00+00:00,21183
2025-04-01T17:20:00-07:00,2025-04-02 00:20:00+00:00,2025-04-01T17:25:00-07:00,2025-04-02 00:25:00+00:00,21427
2025-04-01T17:25:00-07:00,2025-04-02 00:25:00+00:00,2025-04-01T17:30:00-07:00,2025-04-02 00:30:00+00:00,21485
2025-04-01T17:30:00-07:00,2025-04-02 00:30:00+00:00,2025-04-01T17:35:00-07:00,2025-04-02 00:35:00+00:00,21831
2025-04-01T17:35:00-07:00,2025-04-02 00:35:00+00:00,2025-04-01T17:40:00-07:00,2025-04-02 00:40:00+00:00,22078
2025-04-01T17:40:00-07:00,2025-04-02 00:40:00+00:00,2025-04-01T17:45:00-07:00,2025-04-02 00:45:00+00:00,22254
2025-04-01T17:45:00-07:00,2025-04-02 00:45:00+00:00,2025-04-01T17:50:00-07:00,2025-04-02 00:50:00+00:00,22457
2025-04-01T17:50:00-07:00,2025-04-02 00:50:00+00:00,2025-04-01T17:55:00-07:00,2025-04-02 00:55:00+00:00,22654
2025-04-01T17:55:00-07:00,2025-04-02 00:55:00+00:00,2025-04-01T18:00:00-07:00,2025-04-02 01:00:00+00:00,22784
2025-04-01T18:00:00-07:00,2025-04-02 01:00:00+00:00,2025-04-01T18:05:00-07:00,2025-04-02 01:05:00+00:00,22916
2025-04-01T18:05:00-07:00,2025-04-02 01:05:00+00:00,2025-04-01T18:10:00-07:00,2025-04-02 01:10:00+00:00,23074
2025-04-01T18:10:00-07:00,2025-04-02 01:10:00+00:00,2025-04-01T18:15:00-07:00,2025-04-02 01:15:00+00:00,23167
2025-04-01T18:15:00-07:00,2025-04-02 01:15:00+00:00,2025-04-01T18:20:00-07:00,2025-04-02 01:20:00+00:00,23493
2025-04-01T18:20:00-07:00,2025-04-02 01:20:00+00:00,2025-04-01T18:25:00-07:00,2025-04-02 01:25:00+00:00,23647
2025-04-01T18:25:00-07:00,2025-04-02 01:25:00+00:00,2025-04-01T18:30:00-07:00,2025-04-02 01:30:00+00:00,23840
2025-04-01T18:30:00-07:00,2025-04-02 01:30:00+00:00,2025-04-01T18:35:00-07:00,2025-04-02 01:35:00+00:00,24051
2025-04-01T18:35:00-07:00,2025-04-02 01:35:00+00:00,2025-04-01T18:40:00-07:00,2025-04-02 01:40:00+00:00,24174
2025-04-01T18:40:00-07:00,2025-04-02 01:40:00+00:00,2025-04-01T18:45:00-07:00,2025-04-02 01:45:00+00:00,24311
2025-04-01T18:45:00-07:00,2025-04-02 01:45:00+00:00,2025-04-01T18:50:00-07:00,2025-04-02 01:50:00+00:00,24495
2025-04-01T18:50:00-07:00,2025-04-02 01:50:00+00:00,2025-04-01T18:55:00-07:00,2025-04-02 01:55:00+00:00,24716
2025-04-01T18:55:00-07:00,2025-04-02 01:55:00+00:00,2025-04-01T19:00:00-07:00,2025-04-02 02:00:00+00:00,24905
2025-04-01T19:00:00-07:00,2025-04-02 02:00:00+00:00,2025-04-01T19:05:00-07:00,2025-04-02 02:05:00+00:00,25056
2025-04-01T19:05:00-07:00,2025-04-02 02:05:00+00:00,2025-04-01T19:10:00-07:00,2025-04-02 02:10:00+00:00,25151
2025-04-01T19:10:00-07:00,2025-04-02 02:10:00+00:00,2025-04-01T19:15:00-07:00,2025-04-02 02:15:00+00:00,25190
2025-04-01T19:15:00-07:00,2025-04-02 02:15:00+00:00,2025-04-01T19:20:00-07:00,2025-04-02 02:20:00+00:00,25382
2025-04-01T19:20:00-07:00,2025-04-02 02:20:00+00:00,2025-04-01T19:25:00-07:00,2025-04-02 02:25:00+00:00,25566
2025-04-01T19:25:00-07:00,2025-04-02 02:25:00+00:00,2025-04-01T19:30:00-07:00,2025-04-02 02:30:00+00:00,25742
2025-04-01T19:30:00-07:00,2025-04-02 02:30:00+00:00,2025-04-01T19:35:00-07:00,2025-04-02 02:35:00+00:00,25848
2025-04-01T19:35:00-07:00,2025-04-02 02:35:00+00:00,2025-04-01T19:40:00-07:00,2025-04-02 02:40:00+00:00,25955
2025-04-01T19:40:00-07:00,2025-04-02 02:40:00+00:00,2025-04-01T19:45:00-07:00,2025-04-02 02:45:00+00:00,26051
2025-04-01T19:45:00-07:00,2025-04-02 02:45:00+00:00,2025-04-01T19:50:00-07:00,2025-04-02 02:50:00+00:00,26170
2025-04-01T19:50:00-07:00,2025-04-02 02:50:00+00:00,2025-04-01T19:55:00-07:00,2025-04-02 02:55:00+00:00,26245
2025-04-01T19:55:00-07:00,2025-04-02 02:55:00+00:00,2025-04-01T20:00:00-07:00,2025-04-02 03:00:00+00:00,26229
2025-04-01T20:00:00-07:00,2025-04-02 03:00:00+00:00,2025-04-01T20:05:00-07:00,2025-04-02 03:05:00+00:00,26196
2025-04-01T20:05:00-07:00,2025-04-02 03:05:00+00:00,2025-04-01T20:10:00-07:00,2025-04-02 03:10:00+00:00,26079
2025-04-01T20:10:00-07:00,2025-04-02 03:10:00+00:00,2025-04-01T20:15:00-07:00,2025-04-02 03:15:00+00:00,25958
2025-04-01T20:15:00-07:00,2025-04-02 03:15:00+00:00,2025-04-01T20:20:00-07:00,2025-04-02 03:20:00+00:00,25930
2025-04-01T20:20:00-07:00,2025-04-02 03:20:00+00:00,2025-04-01T20:25:00-07:00,2025-04-02 03:25:00+00:00,25906
2025-04-01T20:25:00-07:00,2025-04-02 03:25:00+00:00,2025-04-01T20:30:00-07:00,2025-04-02 03:30:00+00:00,25848
2025-04-01T20:30:00-07:00,2025-04-02 03:30:00+00:00,2025-04-01T20:35:00-07:00,2025-04-02 03:35:00+00:00,25825
2025-04-01T20:35:00-07:00,2025-04-02 03:35:00+00:00,2025-04-01T20:40:00-07:00,2025-04-02 03:40:00+00:00,25780
2025-04-01T20:40:00-07:00,2025-04-02 03:40:00+00:00,2025-04-01T20:45:00-07:00,2025-04-02 03:45:00+00:00,25707
2025-04-01T20:45:00-07:00,2025-04-02 03:45:00+00:00,2025-04-01T20:50:00-07:00,2025-04-02 03:50:00+00:00,25678
2025-04-01T20:50:00-07:00,2025-04-02 03:50:00+00:00,2025-04-01T20:55:00-07:00,2025-04-02 03:55:00+00:00,25580
2025-04-01T20:55:00-07:00,2025-04-02 03:55:00+00:00,2025-04-01T21:00:00-07:00,2025-04-02 04:00:00+00:00,25563
2025-04-01T21:00:00-07:00,2025-04-02 04:00:00+00:00,2025-04-01T21:05:00-07:00,2025-04-02 04:05:00+00:00,25484
2025-04-01T21:05:00-07:00,2025-04-02 04:05:00+00:00,2025-04-01T21:10:00-07:00,2025-04-02 04:10:00+00:00,25605
2025-04-01T21:10:00-07:00,2025-04-02 04:10:00+00:00,2025-04-01T21:15:00-07:00,2025-04-02 04:15:00+00:00,25591
2025-04-01T21:15:00-07:00,2025-04-02 04:15:00+00:00,2025-04-01T21:20:00-07:00,2025-04-02 04:20:00+00:00,25533
2025-04-01T21:20:00-07:00,2025-04-02 04:20:00+00:00,2025-04-01T21:25:00-07:00,2025-04-02 04:25:00+00:00,25477
2025-04-01T21:25:00-07:00,2025-04-02 04:25:00+00:00,2025-04-01T21:30:00-07:00,2025-04-02 04:30:00+00:00,25364
2025-04-01T21:30:00-07:00,2025-04-02 04:30:00+00:00,2025-04-01T21:35:00-07:00,2025-04-02 04:35:00+00:00,25331
2025-04-01T21:35:00-07:00,2025-04-02 04:35:00+00:00,2025-04-01T21:40:00-07:00,2025-04-02 04:40:00+00:00,25239
2025-04-01T21:40:00-07:00,2025-04-02 04:40:00+00:00,2025-04-01T21:45:00-07:00,2025-04-02 04:45:00+00:00,25136
2025-04-01T21:45:00-07:00,2025-04-02 04:45:00+00:00,2025-04-01T21:50:00-07:00,2025-04-02 04:50:00+00:00,25019
2025-04-01T21:50:00-07:00,2025-04-02 04:50:00+00:00,2025-04-01T21:55:00-07:00,2025-04-02 04:55:00+00:00,24966
2025-04-01T21:55:00-07:00,2025-04-02 04:55:00+00:00,2025-04-01T22:00:00-07:00,2025-04-02 05:00:00+00:00,24839
2025-04-01T22:00:00-07:00,2025-04-02 05:00:00+00:00,2025-04-01T22:05:00-07:00,2025-04-02 05:05:00+00:00,24612
2025-04-01T22:05:00-07:00,2025-04-02 05:05:00+00:00,2025-04-01T22:10:00-07:00,2025-04-02 05:10:00+00:00,24610
2025-04-01T22:10:00-07:00,2025-04-02 05:10:00+00:00,2025-04-01T22:15:00-07:00,2025-04-02 05:15:00+00:00,24469
2025-04-01T22:15:00-07:00,2025-04-02 05:15:00+00:00,2025-04-01T22:20:00-07:00,2025-04-02 05:20:00+00:00,24335
2025-04-01T22:20:00-07:00,2025-04-02 05:20:00+00:00,2025-04-01T22:25:00-07:00,2025-04-02 05:25:00+00:00,24209
2025-04-01T22:25:00-07:00,2025-04-02 05:25:00+00:00,2025-04-01T22:30:00-07:00,2025-04-02 05:30:00+00:00,24070
2025-04-01T22:30:00-07:00,2025-04-02 05:30:00+00:00,2025-04-01T22:35:00-07:00,2025-04-02 05:35:00+00:00,23937
2025-04-01T22:35:00-07:00,2025-04-02 05:35:00+00:00,2025-04-01T22:40:00-07:00,2025-04-02 05:40:00+00:00,23773
2025-04-01T22:40:00-07:00,2025-04-02 05:40:00+00:00,2025-04-01T22:45:00-07:00,2025-04-02 05:45:00+00:00,23632
2025-04-01T22:45:00-07:00,2025-04-02 05:45:00+00:00,2025-04-01T22:50:00-07:00,2025-04-02 05:50:00+00:00,23489
2025-04-01T22:50:00-07:00,2025-04-02 05:50:00+00:00,2025-04-01T22:55:00-07:00,2025-04-02 05:55:00+00:00,23389
2025-04-01T22:55:00-07:00,2025-04-02 05:55:00+00:00,2025-04-01T23:00:00-07:00,2025-04-02 06:00:00+00:00,23277
2025-04-01T23:00:00-07:00,2025-04-02 06:00:00+00:00,2025-04-01T23:05:00-07:00,2025-04-02 06:05:00+00:00,23121
2025-04-01T23:05:00-07:00,2025-04-02 06:05:00+00:00,2025-04-01T23:10:00-07:00,2025-04-02 06:10:00+00:00,23054
2025-04-01T23:10:00-07:00,2025-04-02 06:10:00+00:00,2025-04-01T23:15:00-07:00,2025-04-02 06:15:00+00:00,22991
2025-04-01T23:15:00-07:00,2025-04-02 06:15:00+00:00,2025-04-01T23:20:00-07:00,2025-04-02 06:20:00+00:00,22911
2025-04-01T23:20:00-07:00,2025-04-02 06:20:00+00:00,2025-04-01T23:25:00-07:00,2025-04-02 06:25:00+00:00,22799
2025-04-01T23:25:00-07:00,2025-04-02 06:25:00+00:00,2025-04-01T23:30:00-07:00,2025-04-02 06:30:00+00:00,22671
2025-04-01T23:30:00-07:00,2025-04-02 06:30:00+00:00,2025-04-01T23:35:00-07:00,2025-04-02 06:35:00+00:00,22515
2025-04-01T23:35:00-07:00,2025-04-02 06:35:00+00:00,2025-04-01T23:40:00-07:00,2025-04-02 06:40:00+00:00,22373
2025-04-01T23:40:00-07:00,2025-04-02 06:40:00+00:00,2025-04-01T23:45:00-07:00,2025-04-02 06:45:00+00:00,22272
2025-04-01T23:45:00-07:00,2025-04-02 06:45:00+00:00,2025-04-01T23:50:00-07:00,2025-04-02 06:50:00+00:00,22174
2025-04-01T23:50:00-07:00,2025-04-02 06:50:00+00:00,2025-04-01T23:55:00-07:00,2025-04-02 06:55:00+00:00,22024
2025-04-01T23:55:00-07:00,2025-04-02 06:55:00+00:00,2025-04-02T00:00:00-07:00,2025-04-02 07:00:00+00:00,21906
2025-04-02T00:00:00-07:00,2025-04-02 07:00:00+00:00,2025-04-02T00:05:00-07:00,2025-04-02 07:05:00+00:00,21808
2025-04-02T00:05:00-07:00,2025-04-02 07:05:00+00:00,2025-04-02T00:10:00-07:00,2025-04-02 07:10:00+00:00,21970
2025-04-02T00:10:00-07:00,2025-04-02 07:10:00+00:00,2025-04-02T00:15:00-07:00,2025-04-02 07:15:00+00:00,22189
2025-04-02T00:15:00-07:00,2025-04-02 07:15:00+00:00,2025-04-02T00:20:00-07:00,2025-04-02 07:20:00+00:00,22237
2025-04-02T00:20:00-07:00,2025-04-02 07:20:00+00:00,2025-04-02T00:25:00-07:00,2025-04-02 07:25:00+00:00,22235
2025-04-02T00:25:00-07:00,2025-04-02 07:25:00+00:00,2025-04-02T00:30:00-07:00,2025-04-02 07:30:00+00:00,22169
2025-04-02T00:30:00-07:00,2025-04-02 07:30:00+00:00,2025-04-02T00:35:00-07:00,2025-04-02 07:35:00+00:00,22129
2025-04-02T00:35:00-07:00,2025-04-02 07:35:00+00:00,2025-04-02T00:40:00-07:00,2025-04-02 07:40:00+00:00,21942
2025-04-02T00:40:00-07:00,2025-04-02 07:40:00+00:00,2025-04-02T00:45:00-07:00,2025-04-02 07:45:00+00:00,21875
2025-04-02T00:45:00-07:00,2025-04-02 07:45:00+00:00,2025-04-02T00:50:00-07:00,2025-04-02 07:50:00+00:00,21792
2025-04-02T00:50:00-07:00,2025-04-02 07:50:00+00:00,2025-04-02T00:55:00-07:00,2025-04-02 07:55:00+00:00,21629
2025-04-02T00:55:00-07:00,2025-04-02 07:55:00+00:00,2025-04-02T01:00:00-07:00,2025-04-02 08:00:00+00:00,21574
2025-04-02T01:00:00-07:00,2025-04-02 08:00:00+00:00,2025-04-02T01:05:00-07:00,2025-04-02 08:05:00+00:00,21483
2025-04-02T01:05:00-07:00,2025-04-02 08:05:00+00:00,2025-04-02T01:10:00-07:00,2025-04-02 08:10:00+00:00,21394
2025-04-02T01:10:00-07:00,2025-04-02 08:10:00+00:00,2025-04-02T01:15:00-07:00,2025-04-02 08:15:00+00:00,21416
2025-04-02T01:15:00-07:00,2025-04-02 08:15:00+00:00,2025-04-02T01:20:00-07:00,2025-04-02 08:20:00+00:00,21338
2025-04-02T01:20:00-07:00,2025-04-02 08:20:00+00:00,2025-04-02T01:25:00-07:00,2025-04-02 08:25:00+00:00,21284
2025-04-02T01:25:00-07:00,2025-04-02 08:25:00+00:00,2025-04-02T01:30:00-07:00,2025-04-02 08:30:00+00:00,21187
2025-04-02T01:30:00-07:00,2025-04-02 08:30:00+00:00,2025-04-02T01:35:00-07:00,2025-04-02 08:35:00+00:00,21123
2025-04-02T01:35:00-07:00,2025-04-02 08:35:00+00:00,2025-04-02T01:40:00-07:00,2025-04-02 08:40:00+00:00,21032
2025-04-02T01:40:00-07:00,2025-04-02 08:40:00+00:00,2025-04-02T01:45:00-07:00,2025-04-02 08:45:00+00:00,20987
2025-04-02T01:45:00-07:00,2025-04-02 08:45:00+00:00,2025-04-02T01:50:00-07:00,2025-04-02 08:50:00+00:00,20920
2025-04-02T01:50:00-07:00,2025-04-02 08:50:00+00:00,2025-04-02T01:55:00-07:00,2025-04-02 08:55:00+00:00,20814
2025-04-02T01:55:00-07:00,2025-04-02 08:55:00+00:00,2025-04-02T02:00:00-07:00,2025-04-02 09:00:00+00:00,20744
2025-04-02T02:00:00-07:00,2025-04-02 09:00:00+00:00,2025-04-02T02:05:00-07:00,2025-04-02 09:05:00+00:00,20713
2025-04-02T02:05:00-07:00,2025-04-02 09:05:00+00:00,2025-04-02T02:10:00-07:00,2025-04-02 09:10:00+00:00,20694
2025-04-02T02:10:00-07:00,2025-04-02 09:10:00+00:00,2025-04-02T02:15:00-07:00,2025-04-02 09:15:00+00:00,20670
2025-04-02T02:15:00-07:00,2025-04-02 09:15:00+00:00,2025-04-02T02:20:00-07:00,2025-04-02 09:20:00+00:00,20616
2025-04-02T02:20:00-07:00,2025-04-02 09:20:00+00:00,2025-04-02T02:25:00-07:00,2025-04-02 09:25:00+00:00,20597
2025-04-02T02:25:00-07:00,2025-04-02 09:25:00+00:00,2025-04-02T02:30:00-07:00,2025-04-02 09:30:00+00:00,20606
2025-04-02T02:30:00-07:00,2025-04-02 09:30:00+00:00,2025-04-02T02:35:00-07:00,2025-04-02 09:35:00+00:00,20508
2025-04-02T02:35:00-07:00,2025-04-02 09:35:00+00:00,2025-04-02T02:40:00-07:00,2025-04-02 09:40:00+00:00,20466
2025-04-02T02:40:00-07:00,2025-04-02 09:40:00+00:00,2025-04-02T02:45:00-07:00,2025-04-02 09:45:00+00:00,20491
2025-04-02T02:45:00-07:00,2025-04-02 09:45:00+00:00,2025-04-02T02:50:00-07:00,2025-04-02 09:50:00+00:00,20403
2025-04-02T02:50:00-07:00,2025-04-02 09:50:00+00:00,2025-04-02T02:55:00-07:00,2025-04-02 09:55:00+00:00,20398
2025-04-02T02:55:00-07:00,2025-04-02 09:55:00+00:00,2025-04-02T03:00:00-07:00,2025-04-02 10:00:00+00:00,20363
2025-04-02T03:00:00-07:00,2025-04-02 10:00:00+00:00,2025-04-02T03:05:00-07:00,2025-04-02 10:05:00+00:00,20226
2025-04-02T03:05:00-07:00,2025-04-02 10:05:00+00:00,2025-04-02T03:10:00-07:00,2025-04-02 10:10:00+00:00,20309
2025-04-02T03:10:00-07:00,2025-04-02 10:10:00+00:00,2025-04-02T03:15:00-07:00,2025-04-02 10:15:00+00:00,20338
2025-04-02T03:15:00-07:00,2025-04-02 10:15:00+00:00,2025-04-02T03:20:00-07:00,2025-04-02 10:20:00+00:00,20292
2025-04-02T03:20:00-07:00,2025-04-02 10:20:00+00:00,2025-04-02T03:25:00-07:00,2025-04-02 10:25:00+00:00,20319
2025-04-02T03:25:00-07:00,2025-04-02 10:25:00+00:00,2025-04-02T03:30:00-07:00,2025-04-02 10:30:00+00:00,20311
2025-04-02T03:30:00-07:00,2025-04-02 10:30:00+00:00,2025-04-02T03:35:00-07:00,2025-04-02 10:35:00+00:00,20298
2025-04-02T03:35:00-07:00,2025-04-02 10:35:00+00:00,2025-04-02T03:40:00-07:00,2025-04-02 10:40:00+00:00,20279
2025-04-02T03:40:00-07:00,2025-04-02 10:40:00+00:00,2025-04-02T03:45:00-07:00,2025-04-02 10:45:00+00:00,20198
2025-04-02T03:45:00-07:00,2025-04-02 10:45:00+00:00,2025-04-02T03:50:00-07:00,2025-04-02 10:50:00+00:00,20196
2025-04-02T03:50:00-07:00,2025-04-02 10:50:00+00:00,2025-04-02T03:55:00-07:00,2025-04-02 10:55:00+00:00,20211
2025-04-02T03:55:00-07:00,2025-04-02 10:55:00+00:00,2025-04-02T04:00:00-07:00,2025-04-02 11:00:00+00:00,20267
2025-04-02T04:00:00-07:00,2025-04-02 11:00:00+00:00,2025-04-02T04:05:00-07:00,2025-04-02 11:05:00+00:00,20278
2025-04-02T04:05:00-07:00,2025-04-02 11:05:00+00:00,2025-04-02T04:10:00-07:00,2025-04-02 11:10:00+00:00,20337
2025-04-02T04:10:00-07:00,2025-04-02 11:10:00+00:00,2025-04-02T04:15:00-07:00,2025-04-02 11:15:00+00:00,20441
2025-04-02T04:15:00-07:00,2025-04-02 11:15:00+00:00,2025-04-02T04:20:00-07:00,2025-04-02 11:20:00+00:00,20521
2025-04-02T04:20:00-07:00,2025-04-02 11:20:00+00:00,2025-04-02T04:25:00-07:00,2025-04-02 11:25:00+00:00,20646
2025-04-02T04:25:00-07:00,2025-04-02 11:25:00+00:00,2025-04-02T04:30:00-07:00,2025-04-02 11:30:00+00:00,20669
2025-04-02T04:30:00-07:00,2025-04-02 11:30:00+00:00,2025-04-02T04:35:00-07:00,2025-04-02 11:35:00+00:00,20698
2025-04-02T04:35:00-07:00,2025-04-02 11:35:00+00:00,2025-04-02T04:40:00-07:00,2025-04-02 11:40:00+00:00,20610
2025-04-02T04:40:00-07:00,2025-04-02 11:40:00+00:00,2025-04-02T04:45:00-07:00,2025-04-02 11:45:00+00:00,20765
2025-04-02T04:45:00-07:00,2025-04-02 11:45:00+00:00,2025-04-02T04:50:00-07:00,2025-04-02 11:50:00+00:00,20781
2025-04-02T04:50:00-07:00,2025-04-02 11:50:00+00:00,2025-04-02T04:55:00-07:00,2025-04-02 11:55:00+00:00,20824
2025-04-02T04:55:00-07:00,2025-04-02 11:55:00+00:00,2025-04-02T05:00:00-07:00,2025-04-02 12:00:00+00:00,20960
2025-04-02T05:00:00-07:00,2025-04-02 12:00:00+00:00,2025-04-02T05:05:00-07:00,2025-04-02 12:05:00+00:00,21063
2025-04-02T05:05:00-07:00,2025-04-02 12:05:00+00:00,2025-04-02T05:10:00-07:00,2025-04-02 12:10:00+00:00,21391
2025-04-02T05:10:00-07:00,2025-04-02 12:10:00+00:00,2025-04-02T05:15:00-07:00,2025-04-02 12:15:00+00:00,21446
2025-04-02T05:15:00-07:00,2025-04-02 12:15:00+00:00,2025-04-02T05:20:00-07:00,2025-04-02 12:20:00+00:00,21685
2025-04-02T05:20:00-07:00,2025-04-02 12:20:00+00:00,2025-04-02T05:25:00-07:00,2025-04-02 12:25:00+00:00,21763
2025-04-02T05:25:00-07:00,2025-04-02 12:25:00+00:00,2025-04-02T05:30:00-07:00,2025-04-02 12:30:00+00:00,21861
2025-04-02T05:30:00-07:00,2025-04-02 12:30:00+00:00,2025-04-02T05:35:00-07:00,2025-04-02 12:35:00+00:00,21951
2025-04-02T05:35:00-07:00,2025-04-02 12:35:00+00:00,2025-04-02T05:40:00-07:00,2025-04-02 12:40:00+00:00,22079
2025-04-02T05:40:00-07:00,2025-04-02 12:40:00+00:00,2025-04-02T05:45:00-07:00,2025-04-02 12:45:00+00:00,22283
2025-04-02T05:45:00-07:00,2025-04-02 12:45:00+00:00,2025-04-02T05:50:00-07:00,2025-04-02 12:50:00+00:00,22451
2025-04-02T05:50:00-07:00,2025-04-02 12:50:00+00:00,2025-04-02T05:55:00-07:00,2025-04-02 12:55:00+00:00,22566
2025-04-02T05:55:00-07:00,2025-04-02 12:55:00+00:00,2025-04-02T06:00:00-07:00,2025-04-02 13:00:00+00:00,22714
2025-04-02T06:00:00-07:00,2025-04-02 13:00:00+00:00,2025-04-02T06:05:00-07:00,2025-04-02 13:05:00+00:00,22851
2025-04-02T06:05:00-07:00,2025-04-02 13:05:00+00:00,2025-04-02T06:10:00-07:00,2025-04-02 13:10:00+00:00,23252
2025-04-02T06:10:00-07:00,2025-04-02 13:10:00+00:00,2025-04-02T06:15:00-07:00,2025-04-02 13:15:00+00:00,23622
2025-04-02T06:15:00-07:00,2025-04-02 13:15:00+00:00,2025-04-02T06:20:00-07:00,2025-04-02 13:20:00+00:00,23849
2025-04-02T06:20:00-07:00,2025-04-02 13:20:00+00:00,2025-04-02T06:25:00-07:00,2025-04-02 13:25:00+00:00,24005
2025-04-02T06:25:00-07:00,2025-04-02 13:25:00+00:00,2025-04-02T06:30:00-07:00,2025-04-02 13:30:00+00:00,24197
2025-04-02T06:30:00-07:00,2025-04-02 13:30:00+00:00,2025-04-02T06:35:00-07:00,2025-04-02 13:35:00+00:00,24319
2025-04-02T06:35:00-07:00,2025-04-02 13:35:00+00:00,2025-04-02T06:40:00-07:00,2025-04-02 13:40:00+00:00,24490
2025-04-02T06:40:00-07:00,2025-04-02 13:40:00+00:00,2025-04-02T06:45:00-07:00,2025-04-02 13:45:00+00:00,24584
2025-04-02T06:45:00-07:00,2025-04-02 13:45:00+00:00,2025-04-02T06:50:00-07:00,2025-04-02 13:50:00+00:00,24670
2025-04-02T06:50:00-07:00,2025-04-02 13:50:00+00:00,2025-04-02T06:55:00-07:00,2025-04-02 13:55:00+00:00,24767
2025-04-02T06:55:00-07:00,2025-04-02 13:55:00+00:00,2025-04-02T07:00:00-07:00,2025-04-02 14:00:00+00:00,24835
2025-04-02T07:00:00-07:00,2025-04-02 14:00:00+00:00,2025-04-02T07:05:00-07:00,2025-04-02 14:05:00+00:00,24919
2025-04-02T07:05:00-07:00,2025-04-02 14:05:00+00:00,2025-04-02T07:10:00-07:00,2025-04-02 14:10:00+00:00,25048
2025-04-02T07:10:00-07:00,2025-04-02 14:10:00+00:00,2025-04-02T07:15:00-07:00,2025-04-02 14:15:00+00:00,25139
2025-04-02T07:15:00-07:00,2025-04-02 14:15:00+00:00,2025-04-02T07:20:00-07:00,2025-04-02 14:20:00+00:00,25313
2025-04-02T07:20:00-07:00,2025-04-02 14:20:00+00:00,2025-04-02T07:25:00-07:00,2025-04-02 14:25:00+00:00,25203
2025-04-02T07:25:00-07:00,2025-04-02 14:25:00+00:00,2025-04-02T07:30:00-07:00,2025-04-02 14:30:00+00:00,25262
2025-04-02T07:30:00-07:00,2025-04-02 14:30:00+00:00,2025-04-02T07:35:00-07:00,2025-04-02 14:35:00+00:00,25241
2025-04-02T07:35:00-07:00,2025-04-02 14:35:00+00:00,2025-04-02T07:40:00-07:00,2025-04-02 14:40:00+00:00,25141
2025-04-02T07:40:00-07:00,2025-04-02 14:40:00+00:00,2025-04-02T07:45:00-07:00,2025-04-02 14:45:00+00:00,24981
2025-04-02T07:45:00-07:00,2025-04-02 14:45:00+00:00,2025-04-02T07:50:00-07:00,2025-04-02 14:50:00+00:00,24919
2025-04-02T07:50:00-07:00,2025-04-02 14:50:00+00:00,2025-04-02T07:55:00-07:00,2025-04-02 14:55:00+00:00,24846
2025-04-02T07:55:00-07:00,2025-04-02 14:55:00+00:00,2025-04-02T08:00:00-07:00,2025-04-02 15:00:00+00:00,24726
2025-04-02T08:00:00-07:00,2025-04-02 15:00:00+00:00,2025-04-02T08:05:00-07:00,2025-04-02 15:05:00+00:00,24494
2025-04-02T08:05:00-07:00,2025-04-02 15:05:00+00:00,2025-04-02T08:10:00-07:00,2025-04-02 15:10:00+00:00,24381
2025-04-02T08:10:00-07:00,2025-04-02 15:10:00+00:00,2025-04-02T08:15:00-07:00,2025-04-02 15:15:00+00:00,24449
2025-04-02T08:15:00-07:00,2025-04-02 15:15:00+00:00,2025-04-02T08:20:00-07:00,2025-04-02 15:20:00+00:00,24404
2025-04-02T08:20:00-07:00,2025-04-02 15:20:00+00:00,2025-04-02T08:25:00-07:00,2025-04-02 15:25:00+00:00,24326
2025-04-02T08:25:00-07:00,2025-04-02 15:25:00+00:00,2025-04-02T08:30:00-07:00,2025-04-02 15:30:00+00:00,24010
2025-04-02T08:30:00-07:00,2025-04-02 15:30:00+00:00,2025-04-02T08:35:00-07:00,2025-04-02 15:35:00+00:00,23807
2025-04-02T08:35:00-07:00,2025-04-02 15:35:00+00:00,2025-04-02T08:40:00-07:00,2025-04-02 15:40:00+00:00,23624
